MedInc,HouseAge,AveRooms,AveOccup,Latitude,Longitude,Price
11.911182,14,2,4,38.070639,-115.962944,635858.967905
11.728344,51,10,1,35.134111,-114.167705,779669.930437
8.333124,52,3,2,38.780048,-124.229308,428142.232723
11.954778,16,10,6,32.64992,-121.713641,722414.754371
6.603928,8,2,8,36.758615,-120.698591,409563.001787
7.054079,15,10,1,39.408808,-114.958107,531094.257368
4.87364,42,1,1,41.986574,-115.603365,277309.361928
2.065447,46,8,2,41.043034,-121.117826,191105.732566
2.329778,40,10,6,36.118592,-118.227386,245978.674595
7.830491,28,2,2,40.601531,-117.665375,478420.82301
10.952179,14,7,8,40.936865,-120.154958,707350.872478
6.281588,47,2,6,36.554258,-117.516367,352009.502344
2.713264,31,2,2,40.401833,-123.521084,153819.643257
11.212542,52,3,1,38.071418,-118.603343,603591.698142
2.272354,23,7,1,41.699787,-118.195694,221282.318569
8.879819,14,3,8,34.630326,-123.363707,557528.29186
5.829635,49,5,4,40.168603,-115.625871,424436.410213
12.367189,40,9,1,38.285452,-117.592772,775706.568786
0.919821,18,5,6,35.834722,-122.595242,111316.199034
10.031497,5,3,1,33.371698,-118.929932,572694.29057
7.077864,11,6,5,39.355162,-116.343226,477152.555661
1.731877,4,3,3,39.667141,-123.977494,128752.002753
6.925138,28,8,8,36.434746,-122.236526,479491.53058
5.505006,8,5,8,37.505874,-121.261596,353302.14355
14.774462,4,1,4,35.363484,-122.282043,762446.580526
4.205033,21,2,1,37.225161,-119.978122,236670.220176
8.222444,15,9,6,33.184717,-115.451474,515852.426156
0.771752,5,6,7,37.947297,-117.050261,149856.995984
2.170014,2,6,3,40.11256,-118.009685,262703.291307
13.836661,6,7,2,34.811507,-118.316851,825229.3043
6.238617,20,6,4,35.664152,-122.734607,424979.178454
2.153386,33,4,6,35.835447,-114.438655,203713.597617
2.641503,7,3,5,34.374082,-118.174811,240596.679555
10.004881,12,8,8,39.667235,-116.52129,635134.5757
13.900237,37,10,6,40.710345,-117.914217,811607.590139
1.490151,29,5,5,38.118488,-120.804607,127426.615617
7.195266,3,1,6,40.401118,-123.694324,456688.303393
12.901754,40,10,7,36.895761,-118.679678,824269.479727
13.490213,29,10,4,35.554504,-119.505895,795096.75767
1.397169,7,6,2,37.293216,-122.688131,163132.82236
6.847495,29,9,3,35.957031,-114.861664,474616.405952
11.729739,44,10,1,39.997656,-117.703294,691078.135428
1.870336,44,7,5,34.89396,-115.558554,251957.802865
9.239162,10,6,2,38.036025,-123.015002,563940.178754
14.531599,45,7,3,38.152892,-114.650977,819038.138742
5.96185,51,6,3,38.866106,-115.795931,418469.967213
10.438509,34,2,7,37.330641,-124.308579,559812.057006
14.291955,22,8,4,34.652159,-123.055564,807314.25843
12.744212,7,9,1,38.788328,-115.297876,803513.746549
9.160073,10,3,3,40.397778,-116.403473,569908.021964
2.900318,29,1,7,35.960844,-116.94435,239474.760341
9.353634,49,8,4,37.573106,-121.250587,620044.087109
7.300726,13,6,8,36.88596,-121.541397,468723.543419
8.148167,11,4,3,40.793518,-123.952112,497967.415546
5.882576,7,9,2,35.208099,-116.487273,425907.929959
13.62694,10,7,2,41.490926,-122.168601,805459.799022
5.568984,2,7,1,36.266313,-120.573404,400065.811804
1.683279,15,1,6,41.342846,-115.688649,153660.018429
11.975019,9,1,5,41.215264,-119.539223,689361.998593
11.503197,31,8,1,41.105646,-124.300459,677225.324447
2.668034,47,10,7,33.556275,-121.474933,260016.819459
1.192367,27,10,8,33.096668,-115.714779,216101.272224
8.27278,41,9,4,39.326171,-121.441644,501295.433593
5.615833,37,7,3,38.811527,-123.601053,443757.099095
1.48135,34,9,1,36.20931,-119.563582,228634.579147
14.725072,17,1,6,39.99094,-120.879574,813047.702145
9.609726,50,10,6,33.767391,-120.80086,609341.025818
9.820536,50,8,8,38.501491,-115.979274,568336.853703
11.754761,30,1,5,34.415114,-116.193353,673317.088562
5.076139,20,9,7,41.896666,-118.798178,377138.32652
11.422718,13,5,6,40.690316,-123.998058,690209.036756
4.461641,52,6,7,40.950122,-116.695269,358545.799496
6.106349,12,8,8,35.989796,-116.128446,421989.51958
1.697867,28,2,7,38.223306,-115.865417,149440.789734
5.157566,6,6,5,35.411711,-118.172473,369489.907288
10.50159,23,8,1,39.404737,-114.928124,671064.64822
6.806637,41,1,2,38.876247,-120.234793,383140.451946
11.373521,11,1,3,40.562358,-117.380067,618993.332494
2.330335,16,6,6,36.137117,-118.543931,241026.232885
10.3464,24,6,8,39.749302,-118.473821,630265.988154
6.271494,42,5,4,41.62494,-124.22791,371179.504947
8.007306,36,2,5,39.862163,-117.107603,427822.342542
9.372219,45,8,4,33.665056,-115.545324,587315.218525
13.530846,29,2,6,38.844478,-117.049825,741042.014749
4.710253,20,3,3,40.040116,-119.158065,273648.895508
3.414215,9,4,8,32.749698,-118.682775,251101.86655
12.153095,36,3,2,33.124607,-120.31932,697348.109851
7.440644,27,7,2,33.690604,-121.171209,449948.701977
7.254581,34,6,3,40.840621,-116.307239,481708.442937
3.138465,9,7,1,40.398213,-119.059928,266835.704281
2.848521,46,4,6,41.50109,-119.051573,195830.881026
1.643469,13,9,5,33.689118,-121.320342,237021.252977
7.787311,11,10,3,34.126406,-117.942969,594065.639369
5.395484,37,1,1,33.271617,-114.540258,340376.436879
4.337511,14,10,7,38.37203,-124.181998,418775.238145
8.410874,42,5,8,34.82634,-116.022832,500152.952674
7.07639,45,1,3,36.676252,-119.415363,363721.801356
9.296574,21,6,6,41.766054,-123.126955,563382.719805
8.643943,21,4,8,33.663958,-119.779242,483784.913501
1.233777,25,10,7,34.858568,-115.414271,185158.816213
5.247819,37,6,4,39.749653,-119.268212,367363.433923
7.732016,20,8,1,33.355466,-120.370957,518323.864219
3.990565,38,6,1,32.980134,-119.303611,340762.197637
9.986771,31,5,1,40.548137,-119.975258,632084.123092
11.048867,49,7,6,32.929803,-123.962844,668125.036517
5.756595,19,2,7,37.290428,-116.473757,330301.817762
14.841815,44,10,2,33.722302,-123.484844,877410.583632
14.808421,36,6,3,34.39105,-119.154214,844428.840357
1.156899,9,6,8,37.433661,-122.936123,214658.119208
2.526824,40,6,3,36.233069,-118.026745,262601.392736
9.109008,33,9,8,39.233028,-121.352199,628525.283324
5.841188,44,2,7,38.04517,-116.134074,366591.821255
10.476633,2,10,8,35.022539,-117.616295,740037.336402
8.887878,15,1,8,34.119865,-117.895235,510867.48055
12.696923,10,4,1,37.939418,-117.14453,696924.582783
6.895059,27,3,7,39.059752,-120.191037,444750.180181
13.847554,48,1,3,37.427491,-118.610689,780189.986841
7.436379,25,6,3,36.866804,-118.902166,485946.271924
10.300094,47,5,8,34.32651,-121.911549,607313.365081
3.760572,20,5,4,39.057279,-119.365468,286008.94232
8.62707,51,5,5,33.657804,-117.395466,503822.918537
14.712328,23,3,5,32.899632,-114.469206,768019.343601
13.89814,42,5,8,34.532875,-115.806507,761020.2722
8.649261,18,3,2,38.348932,-118.33828,483708.853841
10.212592,34,4,4,32.998666,-120.160336,613365.405625
1.957901,50,3,1,41.662928,-114.231938,124689.157621
9.966946,31,8,4,39.681155,-121.483927,607388.83413
1.357858,50,2,4,37.583947,-116.907264,160559.837975
13.741831,12,7,3,41.372265,-124.118432,848711.869811
11.925429,12,5,1,32.588038,-118.5364,661001.519077
14.753411,19,8,8,40.94797,-123.090901,874591.817352
4.456138,52,2,6,34.043695,-119.681398,246533.388023
3.199887,48,6,5,37.893922,-116.548531,225543.841384
12.914124,26,7,6,33.324009,-117.472814,735184.320105
2.538872,21,4,1,34.97746,-122.027027,239819.265178
14.333505,20,10,1,34.984755,-120.724703,850305.507742
10.182899,30,5,3,36.351458,-119.223535,643656.786982
10.701577,20,2,5,35.991667,-122.181083,644814.903686
7.433638,30,10,6,36.450533,-118.733038,523764.707688
8.294006,43,4,4,38.963248,-118.243948,519937.368982
8.119847,34,6,2,41.213825,-123.321808,543869.755396
13.591878,13,10,3,34.063103,-115.527897,837277.955266
10.364281,46,10,8,33.363946,-119.141059,696083.258318
7.074768,33,7,8,37.857156,-118.632629,488515.171223
4.968459,2,7,5,40.256306,-116.669053,389254.076506
1.156702,23,2,1,41.378537,-123.775299,163712.656258
0.960156,27,3,3,39.775363,-114.227501,135095.88181
6.595248,25,8,7,36.068633,-117.331331,479441.653813
8.319854,42,6,2,34.195499,-118.858786,519876.953954
11.053943,15,1,1,41.795661,-119.638459,629106.547501
6.649856,25,4,4,36.87594,-122.871226,386840.845124
13.190519,49,2,1,40.190043,-120.097974,735631.296751
13.314471,2,4,4,33.139264,-118.263586,757367.656625
10.244343,4,4,1,36.321521,-122.039438,579944.071018
13.024089,4,3,5,34.724534,-114.877831,742815.483558
8.873385,50,6,4,35.366762,-122.995765,556690.492381
3.70512,20,5,1,37.788822,-118.287495,308777.210932
3.039431,44,7,8,32.945399,-120.883644,278303.156531
6.026742,34,6,7,36.378462,-121.351171,374724.997875
8.29996,16,4,5,40.646642,-122.984307,501300.51595
1.335547,27,7,3,36.189981,-121.822546,170303.649362
1.646521,29,6,2,37.588538,-115.791234,144979.712911
5.968936,39,10,1,40.799394,-122.524285,475116.441754
11.002426,36,4,8,34.484446,-114.976155,610440.102563
13.680415,14,4,2,39.595353,-116.579527,816464.879678
10.586581,46,4,7,41.193701,-118.703167,631880.438206
6.019595,35,6,5,34.984835,-119.115426,405207.47931
1.929819,47,8,6,41.18614,-120.607598,210383.967058
8.656609,15,3,1,34.977354,-114.685038,519244.742604
6.554882,10,4,6,34.685177,-118.51721,395317.101638
8.484317,44,6,5,39.751926,-119.369478,546571.64464
11.224114,30,3,6,34.108024,-116.936708,631037.332125
13.795041,35,1,1,40.471151,-123.719531,766051.641085
1.203459,1,7,3,40.504175,-122.069949,214389.90637
0.632551,33,8,6,33.074276,-117.80385,204517.92211
13.734896,43,8,1,32.562817,-118.707743,762429.896813
8.176556,18,9,5,32.662855,-115.961849,575231.095212
12.189432,12,2,2,37.481661,-121.969827,689449.684241
4.160064,23,5,7,33.250683,-114.427373,302402.974555
4.026514,45,4,5,38.998395,-115.597395,292199.271956
12.944178,49,1,2,36.350144,-120.53972,682309.410013
9.732847,45,3,2,37.248655,-119.943949,578579.981079
8.704921,7,9,1,34.682782,-115.036634,608974.821245
8.71837,18,1,2,39.002073,-121.556083,493221.569833
10.042584,12,6,1,41.633957,-118.336121,643354.646985
10.834315,26,2,5,34.043277,-121.975042,636180.806009
6.142771,35,6,7,39.678288,-123.030519,460486.345791
11.000372,33,6,1,33.428015,-122.062488,613120.424657
9.274947,40,10,7,41.704745,-121.073045,627159.64474
11.861448,29,8,4,35.880206,-114.618,717757.194624
10.355575,43,7,2,39.83559,-121.398515,604923.728131
1.565847,18,3,7,39.260933,-117.844041,179257.878898
5.091834,7,2,1,41.458122,-119.830273,351226.34912
1.982356,6,3,7,36.764015,-118.67523,172922.217508
0.880798,23,9,2,38.170783,-116.263393,226911.717727
0.678939,27,7,2,39.386017,-118.624866,203719.970013
4.019767,34,3,7,34.110267,-121.676351,246829.029715
2.616055,11,7,5,36.500472,-119.415571,216994.88614
4.149646,16,8,4,36.849686,-123.07736,296159.036943
6.237534,40,7,6,36.682118,-119.97853,458230.224014
9.940034,39,3,5,35.546319,-114.553571,533586.84887
5.055658,26,6,5,39.481306,-117.854524,408559.208548
11.838628,21,7,5,40.256698,-120.374181,676820.182361
8.675832,38,9,3,38.97627,-118.723959,618092.061149
7.193522,46,4,8,40.078012,-115.771541,391591.967194
12.792925,51,7,8,33.822202,-121.320257,723414.418493
2.735077,28,7,2,36.766134,-118.221695,264978.251922
8.248327,45,7,1,40.011849,-120.72494,563466.501536
8.285137,41,2,2,39.805063,-117.595183,453257.731945
9.881498,3,10,7,41.684706,-121.018235,692198.006443
2.036196,7,5,4,37.351424,-119.052623,216361.629552
8.840913,29,6,7,36.8991,-117.364667,568589.380572
2.685802,2,8,2,35.306606,-114.834251,237875.579942
12.554107,47,3,6,35.462958,-119.719007,660892.082621
7.502427,31,2,8,39.358942,-119.749304,390338.784004
1.147904,46,2,1,40.56721,-117.696316,126109.133289
2.883134,48,4,3,37.743148,-121.024609,210793.638362
7.199785,52,7,3,34.270676,-117.598267,457547.487813
11.192131,13,8,7,36.19394,-117.100276,669684.997937
11.40872,52,2,2,40.095272,-118.862665,605015.302941
3.357577,8,5,8,37.513293,-117.78936,283575.932928
9.363972,38,2,6,35.843857,-119.692464,490451.351301
10.267039,52,5,2,38.885046,-121.21155,571209.222644
2.195759,24,3,7,36.473272,-123.052393,172158.946284
3.193429,41,9,3,37.771669,-119.358759,261201.10351
5.06141,29,10,1,40.722461,-114.50566,407031.391945
3.329363,25,9,8,36.386776,-119.336878,332982.387285
6.93585,11,2,1,40.060868,-122.18444,368562.008686
3.76023,19,3,8,37.873679,-116.38825,264042.834303
7.906687,37,2,5,39.863574,-115.855531,437520.527211
12.427858,3,8,4,41.902869,-123.424627,798899.971654
11.39451,20,1,8,34.996745,-115.446904,580423.800599
13.046712,8,4,4,40.201676,-118.326799,731398.684111
10.805932,41,7,3,38.353436,-116.259082,685149.58655
12.178887,37,6,5,38.170148,-122.732038,760344.36564
4.743203,37,5,2,33.788095,-116.624012,319819.772311
1.359645,18,3,3,34.871934,-117.030354,177830.43027
11.541367,44,7,8,33.850631,-117.859779,701849.632078
5.939999,5,2,7,37.398328,-121.57863,412133.561409
5.851532,32,6,1,40.754624,-115.604743,357890.765809
14.596179,41,6,2,40.05894,-120.323983,878121.808008
12.460291,32,5,6,40.369264,-120.953571,724807.914026
8.709061,32,6,1,32.936458,-117.925115,575123.267886
0.73608,11,8,8,32.506421,-114.440666,147535.82064
10.484582,9,5,3,40.807022,-115.295752,589063.098453
5.726313,6,6,3,32.991979,-117.931155,427914.486347
11.450866,28,2,2,32.51032,-119.49353,595813.279204
3.779767,44,8,1,32.576594,-120.892471,275047.728615
12.974934,45,3,8,33.172869,-120.477766,735323.038176
1.985194,21,6,5,33.802728,-116.378665,236075.480099
2.43062,44,3,2,37.539829,-124.411015,200533.021316
6.881442,47,4,3,41.238994,-118.031202,412810.486944
3.650048,7,3,2,38.100952,-120.467665,311327.271055
5.060303,9,4,5,38.623895,-121.894246,356615.056176
10.957105,19,1,5,34.451734,-118.127268,569219.902327
6.18039,42,1,4,37.201433,-123.316192,349977.754127
9.111982,34,1,6,41.372282,-123.11418,536680.500394
8.741516,24,9,3,39.745896,-114.478244,610112.504922
0.741996,5,1,5,34.549558,-114.812917,141467.799695
6.270638,19,9,7,36.523965,-120.276087,476085.628831
8.296003,10,5,2,35.444115,-119.131301,490119.899396
12.216871,35,6,7,38.071153,-116.486147,730327.503298
9.825741,20,7,4,33.050106,-123.594766,608735.408861
7.073892,39,1,5,38.827756,-117.59045,363759.190364
0.683642,9,1,3,37.215923,-120.859596,93404.384245
12.42635,17,3,6,33.705841,-116.298198,675693.948641
13.353014,50,1,6,40.167525,-121.644204,661037.898912
10.828687,37,2,8,36.824379,-120.718699,596895.350576
8.719849,24,3,5,39.846625,-115.110182,527404.493156
2.172337,48,9,1,32.91836,-115.439251,217071.995036
7.340587,25,3,3,41.346021,-115.496405,445815.82885
13.752241,48,7,4,35.557119,-120.129306,819640.842143
4.43324,5,10,6,33.634309,-117.43008,344429.214909
3.736183,34,1,7,33.154801,-119.616511,210039.837062
12.750274,21,2,8,32.575707,-122.392953,707394.374082
4.906685,40,4,8,35.998599,-114.295494,373112.961626
11.750346,47,9,4,33.930381,-114.709826,674408.325598
8.352405,41,1,6,32.513889,-117.59831,494020.848778
11.044618,7,4,4,36.48825,-114.407557,693986.823597
2.564416,18,2,1,41.252107,-115.078482,195196.721849
10.66228,24,8,2,38.017321,-119.193008,680835.568003
6.218094,38,10,1,36.632337,-114.375708,435581.873474
4.284369,21,7,6,35.521548,-121.644463,295187.19358
3.439333,50,10,2,33.9764,-122.774063,313572.161244
6.394432,35,6,4,36.793212,-119.634861,459469.818566
1.811103,52,5,1,34.542698,-115.505981,139387.529737
10.811782,23,7,1,38.933242,-121.768249,712156.762041
0.95069,26,8,4,33.39989,-123.429973,209915.474278
2.261072,4,4,3,34.382264,-120.293891,227682.126204
14.094836,6,10,5,41.215572,-123.712635,921457.942613
3.36738,42,8,3,33.373797,-115.603608,324257.720849
2.276651,30,1,3,41.279251,-119.951858,183275.634713
7.693833,25,7,3,35.862461,-114.962806,483689.826902
6.967166,10,1,4,38.649145,-119.261638,443636.157416
7.445948,6,5,7,33.803742,-122.405693,517762.651622
8.124304,41,9,1,41.899334,-116.289884,529626.410984
8.395508,32,6,6,36.189622,-122.611933,507663.156733
3.675793,52,5,1,40.182212,-119.547314,253532.939267
8.967839,15,3,2,34.854642,-121.967896,530260.906459
11.97294,48,1,4,37.969075,-114.182021,625489.252161
14.060487,12,3,4,38.128935,-116.034793,802787.00636
13.75271,2,6,3,37.849534,-122.523547,857436.12104
13.283582,32,9,5,34.167789,-124.101381,761795.89768
9.22411,2,9,8,32.506493,-114.86209,588351.938335
2.392098,46,3,6,33.065782,-122.949024,203074.534173
2.553964,8,9,6,41.625308,-120.577297,325890.521347
6.236136,7,6,5,35.56473,-114.253463,453542.002542
6.834592,41,8,6,34.154925,-114.3282,486585.639829
13.968256,51,6,4,38.822551,-115.948231,782751.210815
11.142927,19,3,3,39.423894,-114.537725,678516.165985
6.178221,50,10,1,34.229777,-121.158722,484791.742577
9.365027,41,10,2,41.398534,-123.023245,642285.68281
3.950941,21,3,2,40.305787,-117.464742,295975.644713
5.368367,1,5,4,34.870638,-123.788155,353584.144154
2.066502,1,1,7,36.663091,-120.093641,131458.94429
6.503278,25,6,7,33.463571,-119.465363,471068.972047
9.939059,44,4,3,36.78723,-116.108457,526294.228654
0.791131,17,2,2,35.747178,-115.176722,71146.999491
1.587535,6,6,8,39.192794,-119.971105,213740.267527
9.306106,28,3,1,33.461949,-122.34172,506303.725759
10.609352,47,9,5,38.77568,-121.377293,624559.19214
6.197082,36,8,3,33.017796,-124.459936,396616.935931
12.446511,41,10,8,34.396911,-124.229775,738908.769169
4.731266,6,8,2,35.429357,-120.326593,378472.981212
10.085081,6,9,7,34.256372,-115.202327,646194.216493
6.963741,17,8,8,35.002308,-115.710673,492111.708791
2.691395,45,2,2,38.847341,-116.014108,177468.415287
11.468625,15,9,1,40.487573,-115.906745,715794.457493
8.264959,31,10,4,37.024492,-123.670972,608025.670134
10.857433,33,10,3,33.642678,-116.549518,663659.547281
14.773336,14,4,3,32.905421,-123.677131,847979.346935
3.42783,41,3,5,35.53762,-116.865418,267625.866973
1.761898,36,7,6,40.63793,-119.043274,245811.091078
0.679275,45,10,7,33.568929,-122.928756,188123.142706
8.948818,7,2,2,39.964583,-115.39151,555954.478463
13.229457,17,7,8,37.934221,-119.533011,754192.822816
6.343122,40,10,7,32.868434,-115.159471,450305.507573
3.9449,48,8,5,41.021798,-124.287555,350983.592531
4.894297,18,8,2,41.738718,-122.106447,361762.894752
11.283993,50,6,5,39.423594,-118.147719,620128.33503
